tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settlefund,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,shto,abnormal volume,abshto,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct,cret_ce,car_ce,bhar_ce,financial market,operation and others,other industry,manufacture,tmt,trade,financial service,service,stfundpct,stfundpct1,stfundpct2,stfundpct3,stfundpct4,stfundpct5
TOL,10/28/2010,679.079835,368.153365,366.491616,103746,2005-11-08,2005,10,60.5,7.5038409,25.0,2010,2010,12395,10/31/2010,2010,5171.555,4.83,2555.453,7.38278873740199,20.044,1638.601,-139.44899999999998,1529.601,0.0,-148.776,0.0,0.0,2985.3595,1531,10,0.0,0.0,-475.254,0.0,0.0,8.001475454085817,0.310944774,0.577265349,CREDIT CRISIS (BUILDERS),0,0,1,0,0,2005,6343.84,43.028999999999996,2763.571,7.4108569496756544,20.345,1830.254,1424.723,5834.621999999999,0.0,363.85,0.0,0.0,5718.9461,0.0,0.0,733.2330000000001,0.0,0.0,8.6515398191463,0.26070061699999997,0.901495955,17.86,1530800,165880,0.1125,3087982.5,18.61576139,-1557182.5,-9.387403545,0,4.0,57.0,1,1,0,5.3927568,80.5896534,271.28378,-1348.97136,-1637.49399,1,0,1,0,0,0,0,0,-0.17927701166734794,0.016344131574181762,-164.44899999999998,0.004834135961040731,0.03214024691237441,0.0002671306369141652
UNM,7/30/2007,-583.4765900000001,75.855936,0.345024,102697,2003-02-04,2003,7,54.56666666666667,7.4006205000000005,40.0,2007,2007,12726,12/31/2007,2007,52432.7,0.0,8039.9,7.830107602234888,74.1,0.0,0.0,10559.0,0.0,0.0,0.0,183.1,0.0,6321,12,0.0,0.0,698.9,0.0,0.0,0.0,0.04797006400000001,0.0,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82,2167062,342803,1.0254,1831353.625,5.34229171,335708.375,0.9793040759999999,0,16.0,0.0,1,0,0,3.8692954,98.3256503,-3213.90427,-3698.12563,-3197.9232,0,1,0,0,0,0,1,0,0.0,0.00378823752249266,-40.0,0.0007628827048769184,0.0,1.4350743526821327e-05
STAA,5/26/2006,-377.12943,-250.63673,-345.07135,103246,2004-01-06,2004,5,29.033333333333335,6.769641900000001,3.7,2006,2006,9969,12/31/2006,2006,47.77,0.7859999999999999,31.76,-0.043951887529182714,2.372,1.4569999999999999,-13.933,56.282,0.0,0.731,14.363,0.0,179.5822,3851,12,22.735,-8.372,-10.066,-4.706,-13.467,5.190633041825062,0.020033494,3.75930919,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,51.973,1.705,37.84,-4.509860006183766,2.693,0.09699999999999999,-9.658,51.685,0.0,1.6019999999999999,19.102999999999998,0.0,129.5633,-5254.0,5273.103,13866.0,-5283.375,2179.0,4.864169564803081,0.000211648,2.492896312,7.52,84635,25007,0.5719,291936.325,11.67418423,-207301.325,-8.289731875,0,1.0,10.0,0,0,0,11.6823769,46.5424696,-1970.22762,-3008.29567,-3016.99968,0,1,0,1,0,0,0,0,-0.2655565922629728,0.06574037880672329,-17.633,0.07745446933221688,0.07052030369432279,0.004321797405651472
RGR,1/25/2012,1951.491544,-300.61922,-421.56943,104354,2007-10-29,2007,1,51.63333333333333,7.345364999999999,3.0,2012,2012,10124,12/31/2012,2012,174.486,27.281999999999996,95.03200000000001,0.0,14.888,0.0,112.18299999999999,492.648,0.0,33.0,37.43,0.0,874.5402,3480,12,96.646,-59.216,62.97,126.005,11.822000000000001,6.773698262527323,0.0,5.012093807,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2007,101.882,4.468,76.069,0.0,4.372,0.0,10.529000000000002,156.485,0.0,4.9,53.263999999999996,0.0,170.3362,60.522,-7.257999999999999,-0.28,12.790999999999999,22.465999999999998,5.137774131139573,0.0,1.6718968999999997,39.61,216900,19038,0.8672,258468.3333,13.5764436,-41568.33333,-2.183440137,0,1.0,4.0,0,0,0,4.9712324,75.2191407,-5909.34207,-7234.13755,-5305.35999,0,1,0,1,0,0,0,0,0.026742019735610568,0.006089540605056754,109.18299999999999,0.017193356487053404,0.0007151356195397851,3.708250478063498e-05
MBI,9/6/2011,2581.602072,2978.775298,3177.837101,103911,2008-01-09,2008,9,44.53333333333333,7.197435400000001,68.0,2011,2011,13561,12/31/2011,2011,26873.0,0.0,1700.0,9.484253080341965,7.0,0.0,0.0,-1579.0,0.0,0.0,0.0,0.0,2238.5274,6351,12,0.0,0.0,-201.607,0.0,0.0,7.713573517945621,0.489375954,0.083300242,CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0,2008,29657.074,0.0,994.42,9.416525579980766,9.64,0.0,0.0,-1236.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1495.0439999999999,0.0,0.0,0.0,0.41439718600000003,0.0,7.53,1912400,196788,-0.7436,3299631.667,16.76744348,-1387231.667,-7.049371235,-1,3.0,79.0,1,1,0,13.173307699999999,95.87050040000001,-6160.75437,-8146.10286,-5577.48478,1,0,0,0,0,0,1,0,0.0,-0.04306523115896137,-68.0,0.002530420868529751,0.0,0.001854614134774777
TLAB,4/5/2011,-38.684689999999996,-227.6672,-241.47783,102484,2001-06-19,2001,4,119.23333333333333,8.0385122,7.375,2011,2011,10420,12/31/2011,2011,2248.0,65.2,1644.7,0.0,76.2,0.0,-79.9,1285.7,0.0,6.1,1166.8,0.0,1474.5515,3661,12,1249.7,-82.9,199.7,7.9,237.1,7.296109154739324,0.0,0.6559392789999999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,3495480,363281,-0.018000000000000002,6788230.617000001,18.68589499,-3292750.617,-9.063921914,0,0.0,35.0,0,1,0,4.824829599999999,72.9017552,-4716.80871,-5296.47801,-4155.73864,0,0,0,1,0,0,0,0,-0.0923028785982478,0.005736174846387182,-87.275,0.003280693950177936,0.008519821397522873,3.290370186832501e-05
BPT,3/16/2009,2059.716898,1899.5153269999998,2011.9332960000002,103715,2006-08-04,2006,3,31.833333333333332,6.8617115,43.25,2009,2009,15350,12/31/2009,2009,32.484,0.0,32.273,0.0,0.0,0.0,128.555,130.014,29.474,0.0,0.0,0.0,1771.92,6792,12,0.0,0.0,250.50099999999998,0.0,0.0,7.47981898341902,0.0,54.54746952,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006,9.044,0.0,8.853,0.0,0.0,0.0,183.80700000000002,184.864,0.0,0.0,0.0,0.0,1647.372,0.0,0.0,151.881,0.0,0.0,7.406936569883406,0.0,182.15081819999997,54.38,151500,21400,-0.3516,206885.0,9.667523364,-55385.0,-2.5880841119999998,0,4.0,2.0,1,0,0,8.9099315,10.1711589,-698.9180700000001,-601.98252,-685.2236,0,1,0,0,0,0,1,0,0.3364318774065575,0.33265648314796864,85.305,1.3314247013914542,0.11318640813530094,0.11066033578037475
ABIX,5/6/2005,1608.775533,3978.0061490000003,3006.052097,103044,2004-04-16,2004,5,12.833333333333334,5.9532433,0.9,2005,2005,15359,12/31/2005,2005,26.432,0.48200000000000004,11.05,-2.8302178350764176,0.423,0.109,3.7239999999999998,70.626,0.0,0.99,9.642999999999999,0.0,19.1119,5047,12,7.531000000000001,2.112,0.65,0.563,-5.776,2.9503111776950437,0.002232143,0.723059171,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,19.272000000000002,0.158,8.966000000000001,0.0,0.462,0.0,0.65,52.891999999999996,0.0,0.032,7.531000000000001,0.0,17.2469,0.833,6.6979999999999995,226.763,-5.776,0.0,2.847632417182638,0.0,0.8949200909999999,4.75,14981,1711,-0.1092,167194.2833,97.71729008,-152213.2833,-88.96159166,0,0.0,12.0,0,1,0,94.9225951,7.0563413,7633.4104800000005,17690.04648,5798.00621,0,1,0,0,0,1,0,0,0.24167561761546727,0.01274318239741738,2.824,0.034049636803874093,0.058407104149817556,0.0001623886976138482
PRST,3/11/2009,1890.244294,1167.814442,421.839444,103675,2006-09-29,2006,3,29.8,6.7957058,1.25,2009,2009,15347,12/31/2009,2009,104.535,0.7240000000000001,56.848,0.0,4.7330000000000005,0.0,-7.888,134.458,1.2,0.049,26.745,0.0,78.5012,3555,12,42.783,-16.038,7.08,12.11,6.528,4.363113911295727,0.0,0.750956139,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2006,198.014,4.033,111.23700000000001,2.7430955428450106,6.9639999999999995,37.571999999999996,9.681000000000001,265.694,0.3,1.252,47.498000000000005,0.0,226.8103,41.391999999999996,6.106,10.354000000000001,5.254,14.452,5.424113985284473,0.078454049,1.1454255759999998,1.47,38562,36637,0.2446,104312.4917,2.8471897719999997,-65750.49167,-1.79464726,0,1.0,10.0,0,0,0,7.6993675999999995,36.2746813,-3464.8577700000005,-3887.0133499999997,-3476.6174100000003,0,1,0,1,0,0,0,0,-0.1584685598377282,0.009296583319698345,-9.138,0.011957717510881523,0.025112284457043645,8.64264614200935e-05
ZIXI,3/7/2008,321.78245,399.84711000000004,386.321527,103234,2004-05-04,2004,3,46.766666666666666,7.2463679,5.6,2008,2008,16531,12/31/2008,2008,19.357,1.238,-1.3030000000000002,0.0,1.268,0.0,-6.006,28.035,0.0,0.053,-3.01,0.0,75.3496,7370,12,-0.9790000000000001,-2.031,-10.035,-3.998,-9.981,4.322138616498361,0.0,3.89262799,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,52.242,3.3930000000000002,14.765,2.7261520364661926,4.816,19.252,-40.175,14.127,0.0,0.163,4.913,0.0,166.1236,3337.51,-3332.597,549.641,3293.6820000000002,0.0,5.112732089608884,0.292370124,3.1798859160000004,3.96,1186898,62632,-0.841,1035127.583,16.52713602,151770.4167,2.42320885,0,0.0,3.0,0,0,0,7.375248399999999,23.723270199999998,-5078.36992,-5773.56654,-4329.49081,0,1,0,0,0,0,0,1,-0.9324009324009324,0.19975031210986266,-11.606,0.2893010280518675,0.869371498742128,0.039900187187987546
LSCC,8/2/2006,2657.480119,2220.0623570000002,2464.2457360000003,103237,2004-04-19,2004,8,27.833333333333332,6.7274318,3.5,2006,2006,16597,12/31/2006,2006,725.9060000000001,13.673,509.57199999999995,4.489983776178974,23.206,109.6,-12.492,245.459,0.0,0.4,218.317,0.0,742.1285,3674,12,277.077,-58.76,-54.028999999999996,55.401,13.785,6.6095224087663444,0.12277071699999999,1.022347935,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,810.9060000000001,10.725,542.591,5.1298987149230735,60.731,169.0,-63.034,225.832,0.0,1.0,328.483,0.0,647.577,2.249,326.23400000000004,7.349,-340.26199999999994,15.022,6.473237705422318,0.20840886600000003,0.798584546,5.62,860660,114327,0.6004,1268080.367,11.09169633,-407420.3667,-3.563640843,0,0.0,3.0,0,0,0,7.483555900000001,89.1659928,-1808.5104399999998,-540.0863,-517.32703,0,0,0,1,0,0,0,0,-0.2801793147614473,0.014259000484806016,-15.992,0.00482156091835582,0.07850044842019417,0.0002033190948256982
SLR,11/28/2005,340.909465,416.31464600000004,392.765508,102730,2002-09-26,2002,11,38.63333333333333,7.055312599999999,15.0,2005,2005,17110,8/31/2005,2005,5257.8,150.4,2444.2,6.293234418877382,193.3,706.6,159.5,10441.1,0.0,14.7,2009.4,0.0,3927.39,3672,8,2507.3,-497.9,139.4,685.6,0.0,8.275730362099107,0.10287572699999999,0.74696451,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,5926600,972244,-0.8508,5227155.0,5.376381855,699445.0,0.719413028,0,6.0,17.0,1,1,0,7.9127209,77.7665205,-4135.59327,-3635.2890399999997,-3097.3972599999997,0,0,0,1,0,0,0,0,0.09404388714733543,0.0014366302401088008,144.5,0.0028529042565331505,0.008844252709780762,2.0639064467950706e-06
CSCO,8/28/2006,208.531047,-186.37148000000002,-195.9151,101803,2001-02-06,2001,8,67.63333333333334,7.615298299999999,99.25,2006,2006,20779,7/31/2006,2006,43315.0,772.0,23912.0,8.753371421000903,1293.0,6332.0,7087.0,28484.0,0.0,1642.0,14363.0,148.0,108334.92,3576,7,3520.0,10843.0,7442.0,-4877.0,8613.0,11.592982818690357,0.146184924,2.501094771,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41,35729602,6059442,0.5166,48747465.13,8.044876925,-13017863.13,-2.148360051,0,17.0,143.0,1,1,0,2.2698962000000003,63.23898979999999,-2162.1621999999998,852.62671,621.09624,0,1,0,1,0,0,0,0,0.014004515309722026,0.0034844123016430275,6987.75,0.002291354034399169,0.00019612644906023862,1.2141129087841261e-05
THOR,8/23/2006,552.799929,-1579.77364,-1798.25933,103197,2004-06-29,2004,8,26.166666666666668,6.6656837,3.375,2006,2006,10550,12/31/2006,2006,591.135,24.498,365.07300000000004,4.96807567967746,20.292,143.75,-0.098,214.13299999999998,-0.447,2.053,265.691,0.0,919.9438,3845,12,269.293,-3.602,20.627,-2.755,-34.671,6.82431258122068,0.243176263,1.556233009,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,524.415,5.812,292.108,4.96807567967746,18.782,143.75,5.707000000000001,172.34099999999998,-0.733,1.114,206.25,0.0,504.0675,0.0,0.0,1096.0,0.0,0.0,6.222710187675167,0.274114966,0.961199622,14.93,587262,51944,-0.4489,722202.075,13.90347441,-134940.075,-2.597799072,0,6.0,7.0,1,0,0,5.4494164000000005,85.30949659999999,-2493.03623,-1904.326,-1949.2220699999998,0,1,0,1,0,0,0,0,-34.43877551020408,0.01576123250503192,-3.473,0.005709355730924408,1186.0292586422324,0.00024841645007767473
TTI,7/21/2010,876.826882,-282.04144,-271.29189,103969,2007-10-16,2007,7,33.63333333333333,6.9167151,8.25,2010,2010,21237,12/31/2010,2010,1299.628,107.684,516.323,5.720426524122025,148.02200000000002,305.035,-58.966,872.678,2.541,29.095,198.106,0.0,905.586,1389,12,148.343,49.763000000000005,72.274,-97.486,132.811,6.808582247965464,0.234709471,0.6968040090000001,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007,1295.536,276.074,447.91900000000004,5.8806000232598254,129.844,358.024,30.011999999999997,982.4830000000001,1.2,12.184000000000001,181.44099999999997,0.0,1157.9565,246.33900000000003,-64.898,165.30900000000003,-63.504,-106.696,7.054412092660527,0.276352027,0.8938049579999999,9.83,913100,75678,-1.2819999999999998,892998.3333,11.79997269,20101.66667,0.265621008,0,1.0,7.0,0,0,0,6.328157900000001,82.321273,-900.8187800000001,-1006.02913,-990.84655,0,0,1,0,0,0,0,0,-0.1399111352304718,0.009453658737816239,-67.21600000000001,0.006347970342282561,0.019575125761479368,8.937166353108932e-05
MRX,9/21/2011,-315.30714,-422.11027,-395.87884,104120,2008-09-24,2008,9,36.4,6.995766199999999,18.0,2011,2011,21186,12/31/2011,2011,1451.9589999999998,6.178999999999999,831.9830000000001,-1.7092582477163112,32.609,169.326,202.38,721.1260000000001,-2.5,59.9,-23.643,4.668,1895.0838,2834,12,627.182,-650.825,219.287,819.735,-33.213,7.547018338174663,0.000124659,1.305190987,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008,973.434,11.09,603.694,5.131825850885979,27.698,169.326,76.467,517.75,0.0,87.8,307.635,0.0,788.3802,422.971,-115.336,106.145,120.611,212.324,6.669980460807948,0.173947078,0.8098958940000001,36.89,828900,61312,-2.9389999999999996,1228428.3329999999,20.03569176,-399528.3333,-6.516315457999999,0,0.0,0.0,0,0,0,2.553114,100.4468325,-3179.3822999999998,-1265.29644,-1020.8298000000001,0,1,0,1,0,0,0,0,0.08894159501927068,0.024960963826016532,184.38,0.012397044269156362,0.007910607324571954,0.0006230497151237059
REGN,9/9/2005,1072.797112,1849.4597330000001,1841.490288,102795,2003-03-30,2003,9,29.8,6.7957058,4.7,2005,2005,23812,12/31/2005,2005,423.501,4.9639999999999995,114.00200000000001,5.298317366548036,15.504000000000001,200.0,-122.208,66.193,0.0,0.0,301.035,0.0,897.3801,2834,12,309.816,-8.781,5.646,0.0,0.0,6.799479518123289,0.472253903,2.1189562719999997,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,214456,53768,0.7965,368386.3667,6.851405421,-153930.3667,-2.862862049,0,0.0,22.0,0,1,0,10.1851914,52.534181499999995,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-0.03845902068604347,0.07100448687927727,-126.908,0.011097966710822407,0.0014790962721295195,0.005041637156989458
PNRA,2/11/2011,1927.599325,2088.846038,2119.702724,103920,2006-07-26,2006,2,55.36666666666667,7.415175,5.75,2011,2011,24113,12/31/2011,2011,1027.322,107.932,655.076,0.3967606674780179,79.899,1.673,225.25900000000001,1822.0320000000002,-5.0,80.572,114.785,0.0,4193.8511,5812,12,119.169,-4.3839999999999995,185.06900000000002,121.038,163.90900000000002,8.34137470773195,0.0014474529999999998,4.082314114,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006,542.609,109.296,397.666,0.0,44.166000000000004,0.0,90.792,828.971,0.0,42.227,18.008,0.0,1774.807,15.909,2.099,81.095,-18.664,-4.505,7.4814469636033545,0.0,3.2708764510000004,116.11,4706924,29007,0.5507,413172.8917,14.24390291,4293751.108,148.024653,0,10.0,13.0,1,1,0,4.0970722,85.1093013,-1706.92412,-1656.5649300000002,-1590.24819,0,1,0,0,0,1,0,0,0.025526172095232596,0.0031558172414095907,219.50900000000001,0.005597076671189754,0.0006515854618354312,9.959182461178039e-06
RTK,3/23/2011,245.901382,31.28534,14.039807000000001,104420,2009-12-15,2009,3,15.433333333333334,6.1377273,1.8,2011,2011,23898,9/30/2011,2011,254.674,39.402,-19.628,5.044901445963875,11.835999999999999,193.67700000000002,16.339000000000002,180.063,0.0,0.013000000000000001,36.332,0.0,174.3037,2870,9,22.656,13.675999999999998,-24.785,-24.916,-52.261,5.160799180068885,0.609520406,0.684418904,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009,200.9,18.422,49.199,4.059770370581768,9.758,94.40100000000001,13.876,183.0,0.0,0.03,10.591,0.0,344.5675,15.479000000000001,-4.888,-48.093999999999994,10.07,-47.059,5.842290007400067,0.28850672,1.7151194619999999,1.23,1251400,222210,0.2914,1471696.667,6.622999265,-220296.6667,-0.991389526,0,3.0,24.0,1,1,0,12.0324914,28.3278408,-785.7144099999999,-4162.50832,-4928.96882,0,0,0,1,0,0,0,0,0.11016586082379581,0.009996501224571401,14.539000000000001,0.007067859302480818,0.012136516891047949,9.993003673285752e-05
SPNC,9/7/2010,406.50366900000006,142.868696,117.55410100000002,104114,2008-09-04,2008,9,24.433333333333334,6.597145599999999,8.5,2010,2010,24853,12/31/2010,2010,93.695,3.877,74.498,0.0,9.386000000000001,0.0,2.6210000000000004,117.917,0.0,0.187,40.512,0.0,171.2656,3845,12,32.958,7.553999999999999,-1.841,0.389,3.679,5.143215567883958,0.0,1.8279054380000002,PRODUCT LIABILITY RELATED FRAUD,0,0,0,0,1,2008,107.096,5.132999999999999,90.984,0.0,6.893,0.0,0.022000000000000002,104.01,0.0,0.433,32.668,0.0,83.6166,58.387,-25.719,0.055999999999999994,27.068,-6.119,4.426242064972618,0.0,0.780763054,5.19,190696,33119,-1.1471,95251.55833,2.876039685,95444.44167,2.881863633,0,1.0,10.0,0,0,0,9.629953800000001,56.41072420000001,-5075.14406,-1359.2628300000001,-1897.07813,0,1,0,1,0,0,0,0,3.2430370087752762,0.07208460188098408,-5.879,0.09071988900154758,10.51728904028609,0.0051961898283399725
GILD,6/28/2010,-276.45955,334.287731,316.402867,102914,2003-10-28,2003,6,81.16666666666667,7.7977018,8.25,2010,2010,24856,12/31/2010,2010,11592.63,61.88399999999999,5863.729,7.951056740088785,127.14,3477.5640000000003,4138.247,7949.42,0.0,1129.577,3243.132,0.0,29064.4075,2836,12,2940.927,302.205,3589.54,2771.7209999999995,2859.5809999999997,10.277269594584471,0.24486014,2.507145272,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.77,6638497,889915,-0.2034,12824576.15,14.41101246,-6186079.15,-6.95131462,0,16.0,38.0,1,1,0,2.0944736,83.9801757,-942.69825,131.40088999999998,7.685239999999999,0,0,0,1,0,0,0,0,0.001993597772196778,0.00103781156361093,4129.997,0.0007116590454452527,3.974432077307956e-06,1.0770528415645635e-06
PLMD,5/9/2007,-211.85308999999995,118.170811,108.32954500000001,101644,2000-11-17,2000,5,78.8,7.7681103,5.5,2007,2007,25000,3/31/2007,2006,477.44599999999997,10.135,161.916,5.475253615232306,24.346999999999998,239.515,63.978,675.487,-1.5330000000000001,12.307,117.86,0.0,961.5683,5961,3,120.86200000000001,-3.002,62.283,68.885,82.01799999999999,6.868565597347374,0.499974866,2.0139833609999997,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.64,117474,22716,0.3223,228701.2417,10.06784829,-111227.2417,-4.896427261,0,0.0,8.0,0,0,0,2.6080609,112.2701705,-5654.20562,-7552.214000000001,-7230.472570000001,0,1,0,0,0,1,0,0,0.085967051173841,0.008142273648493606,58.478,0.0115196273505276,0.0073903338875257974,6.629662016695339e-05
EP,10/26/2006,-143.67802,803.73856,748.718488,102509,2002-05-29,2002,10,53.7,7.3846102,273.0,2006,2006,4242,12/31/2006,2006,27261.0,2164.0,3436.0,9.497697391604019,1047.0,0.0,1427.0,4281.0,0.0,77.0,1016.0,0.0,10651.963,4922,12,473.0,543.0,-101.0,-310.0,-133.0,9.273499473401692,0.48894024399999997,0.390739995,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,5154700,695949,0.4963,5763833.333,8.281976601,-609133.3333,-0.8752557059999999,0,11.0,122.0,1,1,0,3.4031051,74.2176796,-3479.2742399999997,-1704.2965,-1608.3421,0,0,0,0,1,0,0,0,0.1913104414856342,0.06377014716187807,1154.0,0.010014306151645207,0.03659968502142827,0.004066631669047585
STEL,8/24/2005,1264.9797469999999,1137.135989,1187.441191,102857,2002-04-01,2002,8,41.36666666666667,7.123672999999999,12.0,2005,2005,65483,12/31/2005,2005,1505.184,0.0,136.105,3.7042359374346265,3.608,0.0,0.0,95.728,0.0,0.0,0.0,0.0,258.4432,6020,12,0.0,0.0,33.634,0.0,0.0,5.554675940597521,0.026986068999999998,0.171702064,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,71666,28005,-0.6554,126278.7333,4.509149557,-54612.733329999995,-1.9501065290000001,0,0.0,0.0,0,0,0,5.944392700000001,59.258796200000006,-5098.039320000001,-4694.48679,-3476.2469899999996,0,0,0,0,0,0,1,0,0.0,0.12535517299013874,-12.0,0.007972447222399388,0.0,0.015713919395387608
ADAT,1/27/2011,-638.2978400000001,3037.6811270000003,2297.3533110000003,103450,2005-05-27,2005,1,69.03333333333333,7.635787,1.9,2011,2011,25241,6/30/2011,2011,10.835,0.611,4.474,0.0,1.169,0.0,-7.151,2.795,0.0,0.0,4.939,0.0,55.5876,7372,6,2.5540000000000003,2.385,-8.841000000000001,-8.978,-4.086,4.017960154800791,0.0,5.130373789,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,79.709,1.252,72.359,-5.521460917862246,1.44,0.076,-14.18,17.553,0.0,0.001,60.006,0.0,91.5013,72.557,-12.550999999999998,-9.581,-1.442,0.0,4.516353179830821,5.02e-05,1.1479418890000002,0.45,106486,45986,0.2244,85372.875,1.8564970859999999,21113.125,0.459120711,0,0.0,2.0,0,0,0,24.8392975,13.782681699999998,-3779.9042899999995,-6343.15745,-5724.68974,0,1,0,0,0,0,0,1,-0.26569710529995805,0.6797853309481217,-9.051,0.17535763728657128,0.070594951764777,0.4621080961722473
SHFL,2/2/2010,-76.33555000000001,580.56816,603.626486,103771,2007-03-12,2007,2,35.266666666666666,6.9641356,13.0,2010,2010,25980,10/31/2010,2010,303.96,25.249000000000002,186.148,4.19361658053937,22.868000000000002,66.262,38.042,201.30200000000002,-2.2,6.11,58.628,0.0,504.8465,3990,10,59.272,-0.644,25.075,30.195,-22.5,6.2242544226739955,0.217995789,1.6608978159999999,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007,359.767,12.859000000000002,87.634,5.449741475514113,19.421,236.63,24.581999999999997,178.851,0.0,8.475,61.768,0.0,481.5086,-18.895,80.663,42.06100000000001,-57.994,114.367,6.176924091930183,0.646801958,1.338390125,9.09,1941072,53608,1.2973,390044.7417,7.275868185,1551027.2580000001,28.93275739,0,0.0,0.0,0,0,0,4.145178,83.492915,-1194.17056,-941.9662199999999,-892.4217900000001,0,0,0,1,0,0,0,0,0.3417275642710688,0.06457958688935032,25.042,0.042768785366495594,0.11677772818263747,0.0041705230427991485
