number,tic,settledate,classend,year,Month,gap,sic,lgap,settleamt,tic.1,case,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
103461,LAVA,6/6/2008,4/12/2005,2008,6,1151,7372,7.0483866,13.5,LAVA,"The original Complaint alleges that Magma and certain of its officers and directors violated federal securities laws. Specifically, defendants failed to disclose that Magma faced the serious risk of infringing on intellectual property rights of competitor Synopsys because inventions that were critical to Magma's business, and which were patented by Magma, were designed by Magma's chief scientist while employed by Synopsys. Defendants aggressively denounced the allegations, characterizing them as completely baseless. While Magma's stock price was artificially inflated, insiders sold 4,436,163 shares of common stock reaping gross proceeds of $82,385,174. The complaint further alleges that on or around April 13, 2005, the market learned that Magma's Chief Scientist admitted, in a sworn declaration filed in the Synopsys infringement action, that inventions covered by two of Magma's patents were conceived by him while he was employed by Synopsys and that his supervisor at Magma, and likely others, knew that the inventions covered by the patents were conceived by him at Synopsis and were encompassed by an agreement with Synopsis granting Synopsis the rights to those inventions. On this news, Magma's stock plummeted 40.7%, from $9.42 per share on April 12, 2005 to $5.58 per share on April 13, 2005. Also included are all those who acquired Magma's shares through its acquisitions of Majave, Random Logic, Aplus Design or Silicon Metrics. As summarized by the Companys Form 10-Q for the quarterly period ended February 1, 2009, on June 13, 2005, a putative shareholder class action lawsuit captioned The Cornelia I. Crowell GST Trust vs. Magma Design Automation, Inc., Rajeev Madhavan, Gregory C. Walker and Roy E. Jewell., No. C 05 02394, was filed in U.S. District Court, Northern District of California. The complaint alleges that defendants failed to disclose information regarding the risk of Magma infringing intellectual property rights of Synopsys, Inc., in violation of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, and prays for unspecified damages. In March 2006, defendants filed a motion to dismiss the consolidated amended complaint. Plaintiff filed a further amended complaint in June 2006, which defendants again moved to dismiss. Defendants motion was granted in part and denied in part by an order dated August 18, 2006, which dismissed claims against two of the individual defendants. On November 30, 2007, the parties agreed to a settlement. The court granted preliminary approval of the settlement on July 7, 2008. On December 5, 2008, the court held a hearing on final approval of the settlement and requested that plaintif",FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0
103889,LEAP,3/24/2010,11/9/2007,2010,3,866,4813,6.763885,13.75,LEAP,"The original complaint charges Leap and certain of its officers and directors with violations of the Securities Exchange Act of 1934. Leap is a wireless communications carrier that offers digital wireless service under the Cricket Communications, Inc. and Jump Mobile brands in the United States. Specifically, the complaint alleges that during the Class Period, defendants issued materially false and misleading statements regarding the Companys business, prospects and financial results. As a result of defendants false statements, Leap stock traded at artificially inflated prices during the Class Period, reaching its all-time high of $98.33 per share in July 2007. On August 7, 2007, Leap announced disastrous second quarter 2007 results, including missing its revenue projections, soaring expenses and a high customer turnover rate, causing its stock to decline from $80.36 per share on August 7, 2007 to $60.00 per on August 8, 2007  a one-day decline of 25%. Then, on November 9, 2007, before the market opened, defendants disclosed that Leap would be required to restate its financial statements for fiscal years 2004, 2005, 2006 and for the first and second quarters of fiscal year 2007 to correct for errors in its previously reported service revenues, equipment revenues and operating expenses, causing its stock to drop $21.38 per share. According to the complaint, the true facts, which were known by the defendants but concealed from the investing public during the Class Period, were as follows: (a) the Companys financial statements were materially misstated due to its failure to properly account for its service revenue in violation of Generally Accepted Accounting Principles (GAAP) (b) the Companys financial statements were materially misstated due to its failure to properly account for its equipment revenue and cost of equipment in violation of GAAP (c) the Company lacked requisite internal controls, and, as a result, the Companys projections and reported results issued during the Class Period were based upon defective assumptions and/or manipulated facts and (d) given the Companys exposure to subprime consumers and the intense competition in the low-cost cell carriers market Leap was facing, the Company had no reasonable basis to make projections about its ability to maintain its customer turnover rate and net customer additions. As a result, the Companys projections issued during the Class Period were at a minimum reckless. On May 22, 2008, U.S. District Judge Barry Ted Moskowitz granted the motions to consolidate several actions and granted the motions to appoint New Jersey Carpenters Pension and Benefit Fund as lead plaintiff and approving lead counsel selection.  On July 7, 2008, the plaintiff filed a Consolidated Class Action Complaint. On August 28, 2008, the defendants PricewaterhouseCoopers LLP, Leap Wireless International, Inc., and the individual defendants filed three separate motions to dismiss the Consolidated Class Action Complaint. On January 9, 2009, District Court Judge Michael M. Anello issued three orders granting the defendants?? three motions to dism""s the consolidated class action complaint without prejudice. Amended pleadings are due by February 23, 2009. On March 10, 2009, the lead plaintiff filed a Second Amended Consolidated Class Action Complaint.  On May 1, 2009, Judge Michael M. Anello granted the Lead Plaintiff??s motion for substitution of Lead Counsel. According to the Order, the law firm of Cohen Milstein Sellers & Toll, PLLC is appointed and shall hereinafter serve as Lead Counsel for plaintiffs and the Class.  On May 26, 2009, the d",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
102926,LF,4/7/2008,10/21/2003,2008,4,1630,3944,7.3963351,2.3,LF,"The original complaint alleges that defendants violated Sections 10(b) and 20(a) of the Securities Exchange Act of 1934, and Rule 10b- 5 promulgated thereunder, by issuing a series of material misrepresentations with respect to the Company's sales projections for fiscal year 2003 to the market from August 20, 2003 through October 21, 2003. Specifically, the complaint alleges that the defendants' statements about its sales projections were materially false and misleading because they failed to disclose and/or misrepresented the following adverse facts: (1) that LeapFrog was aware that its retail customers' orders were less than LeapFrog had forecast (2) that LeapFrog was aware that Mattel's PowerTouch was outperforming LeapFrog's LeapPad line where LeapFrog's retail customers had decreased or not placed additional orders for LeapFrog products (3) that LeapFrog was aware that its third quarter 2003 projections would not be met because retail customers' orders were less than expected and some retail customers had delayed shipment until the fourth quarter 2003 and (4) that as a result of the foregoing, defendants lacked a reasonable basis for their sale projections for the Company, which were therefore materially false  and misleading. The complaint further alleges that on October 21, 2003, LeapFrog announced that it missed its third quarter 2003 sales projection of $225 to $235 million with net sales for the third quarter of $203.9 million. The Company indicated that sales projections were not met because retail customers' orders were less than expected, and some retail customers had delayed shipment until the fourth quarter 2003. The market  reacted swiftly to this news, with the Company's stock falling 25%, or $11.65 per share, to close at $34.89 per share on October 22, 2003. On April 28, 2005, a complaint was filed charging LeapFrog and certain of its officers and directors (collectively the ""defendants"") with violations of the Securities Exchange Act of 1934 resulting from defendants' false and misleading statements and omissions, which artificially inflated the price of LeapFrog's stock during the Class Period, February 11, 2004, through October 18, 2004, inclusive, causing harm to LeapFrog's investors. Specifically, the Complaint alleges that throughout the Class Period, defendants continually assured investors that LeapFrog had taken the necessary steps to correct the problems in its IT systems and supply chain infrastructure (and that these efforts had been successful) and misrepresented and/or failed to disclose that: (i) the Company had not in fact materially improved either its IT systems or its supply chain infrastructure and (ii) these issues were continuing to have a materially negative effect on its business and on its ability to accurately forecast results and meet analysts' sales and earnings expectations. The Complaint further claims that on October 18, 2004, LeapFrog announced that its 2004 earnings would miss its estimates by more than 60% due, in large part, to its failure to correct the IT and supply chain problems it said it had taken steps to correct. The announcement prompted a large sell-off of LeapFrog shares, which fell 34% in a single day, to a then all-time low of $11.99. Since then, LeapFrog has also missed fourth quarter estimates by a wide margin and replaced three members of its senior management, including its Chief Financial Officer and Chief Operating Officer. According to a press release dated August 2, 2005, the court-appointed lead plaintiff in In re LeapFrog Enterprises Sec. Litig., No. C-03-05421 RMW. Lerach Coughlin Stoia Geller Rudman & Robbins LLP announced that they filed a consolidated class action complaint on June 17, 2005 in the United States District Court for the Northern District of California on behalf of purchasers of LeapFrog Enterprises Inc. class A common stock and options during the period between July 24, 2003 and October 18, 2004. According to a press release dated August 4, 2005, the law firm of Cohen, Milstein, Hausfeld & Toll, P.L.L.C. announced that a consolidated class action complaint on behalf of purchasers of the securities of LeapFrog Enterprises, Inc. from July 24, 2003, through October 18, 2004, inclusive, was filed on June 17, 2005, in the United States District Court for the Northern District of California.  Notice of this filing was first announced on August 3, 2005, pursuant to a July 5, 2005 Court Order, a copy of which can be found at www.cmht.com. The July 5 Order was prompted by the fact that the consolidated class action complaint filed on June 17, 2005  encompassed a substantially different class period and different allegations than the July 24, 2003 to February 10, 2004 class period for which the Court had previously appointed Alice Cupples and William Sullivan as lead plaintiffs in an April 6, 2005 order. The new class period and allegations encompassed by the Consolidated Complaint include new allegations about LeapFrog's supply chain and IT system. Similar allegations about LeapFrog's supply chain and IT system had already been made in a different class action complaint filed on April 25, 2005 by the law firm of Cohen, Milstein, Hausfeld & Toll, P.L.L.C. on behalf of the Parnassus Fund and the Parnassus Equity Fund and other purchasers of LeapFrog securities between February 11, 2004 and October 18, 2004. In the July 5 Order, the Court found that ""the new claims and new scope of the (Consolidated Complaint) necessitates new notice and lead plaintiff selection."" The Court further noted that ""(t)he fact that Parnassus claims to be an institutional investor with losses of over $10 million, while the Cupples Movants are individuals with alleged losses of only approximately $36,000 reinforces the conclusion that Parnassus may be better-suited to represent the class under the amended LeapFrog complaint.""  On August 1, 2006, the Court issued the Order signed by Judge Ronald M. Whyte granting the defendants?? motion to dismiss plaintiffs?? Amended Consolidated Class Action Complaint for failure to state a claim pursuant to Fed. R. Civ. P. 12(b)(6).  The plaintiffs have 20 days to amend their complaint On September 29, 2006, the plaintiffs filed a Second Amended Consolidated Class Action Complaint.  On November 26, 2006 Leap Frog and the individual defendants filed separate motions to dismiss the Second Amended Consolidated Complaint. According to the Order issued by U.S. District Judge Ronald M. Whyte, the court grants defendants' motions to dismiss ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
103801,LLNW,11/15/2010,8/8/2007,2010,11,1195,7389,7.0859013,1.9,LLNW,"Several complaints allege that the company and certain of its officers and directors disseminated materially false and misleading information to the investing public with regards to the seasonality of Limelight's business and the degree to which Limelight offers discounted services to their customers.  The purported results of these misstatements were artificially inflated stock prices during the company's initial public offering (IPO) and a 46% price drop following Limelight's first performance statements as a public company. Headquartered in Tempe, Arizona, Limelight provides digital media content delivery network services for traditional and emerging media companies throughout the United States, Europe, and Asia Pacific. As summarized by the Companys Form 10-Q for the quarterly period ended September 30, 2009, in August 2007, the Company, certain of its officers and current and former directors, and the firms that served as the lead underwriters in the Companys initial public offering were named as defendants in several purported class action lawsuits filed in the U.S. District Courts for the District of Arizona and the Southern District of New York. All of the New York cases were transferred to Arizona and consolidated into a single action. The plaintiffs consolidated complaint asserted causes of action under Sections 11, 12, and 15 of the Securities Act of 1933, as amended, on behalf of a purported class of individuals who purchased the Companys common stock in its initial public offering and/or pursuant to its Prospectus. The complaint alleges, among other things, that the Company omitted and/or misstated certain facts concerning the seasonality of its business and the loss of revenue related to certain customers. On March 17, 2008, the Company and the individual defendants moved to dismiss all of the plaintiffs?? claims and a hearing was held on June 16, 2008. On August 8, 2008, the court granted the motion to dismiss, dismissing plaintiffs?? claims under Section 12 with prejudice and granting leave to amend the claims under Sections 11 and 15. Plaintiffs chose not to amend the claims under Sections 11 and 15, and on August 29, 2008 the court entered judgment in favor of the Company. On September 5, 2008, Plaintiffs filed a notice of appeal, and appel",IPO-NON ALLOCATION,0,0,1,0,0
104750,LMT,2/15/2013,7/21/2009,2013,2,1305,3721,7.1739583,19.5,LMT,"According to a press release date July 20, 2011, the complaint charges the company and certain of its officers and directors with violations of the Securities Exchange Act of 1934. The complaint alleges that, during the class period, defendants issued materially false and misleading statements regarding the companys business and prospects. Specifically, the plaintiffs asset that the defendants misrepresented and/or failed to disclose the following adverse facts: (a) that the company was experiencing significant performance issues with several projects in the Information Systems & Global Systems (IS&GS) division and would not be receiving anticipated awards (b) that growth in the IS&GS division was slowing as the company lost contracts and other contract awards were contested and (c) that, as a result of the foregoing, defendants lacked a reasonable basis for their positive statements about the company, its earnings and prospects. On July 21, 2009, the company announced its financial results for the second quarter of 2009. Among other things, the company reported disappointing results in its IS&GS division. Following the issuance of the press release, the company held a conference call to discuss the reported earnings and the companys operations. During the conference call, defendants described the problems facing the IS&GS division and admitted that the company was not performing according to expectations in that important division. In response to information that the IS&GS division was not performing according to expectations and had not generated anticipated fee awards, the price of the company??s common stock declined from $82.11 per share to $75.13 per share on extremely heavy trading volume. Analysts were quick to note that the Company had recently promised increasing growth in the IS&GS division and expressed surprise at the sudden negative news. On October 6, 2011, the plaintiffs filed an amended complaint. On November 7, 2011, the Court issued an Order appointing lead plaintiff and approving the selection of lead counsel. On Feb",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
104850,LRN,3/4/2013,12/16/2011,2013,3,444,8211,6.0958247,6.75,LRN,"According to a press release dated January 30, 2012, the Company  and certain of its senior executives are charged with issuing a series of materially false and misleading statements in violation of Section 10(b) and 20(a) of the Exchange Act and Rule  10b-5 promulgated thereunder.   Specifically, on December 12, 2011, The New York Times released an article titled Profits and Questions at Online Charter Schools chronicling a myriad of improper practices at the Companys  main virtual charter schools, including (i) high-pressure sales strategies aimed strictly at enrolling students, irrespective of the students suitability for online education (ii) administrative pressure to pass enrolled students, regardless of academic performance and (iii) overall failure of the Companys students to maintain grade-level performance in math and reading.   On this news, the price of the Companys stock dropped 34.4%, or $9.89 per share, from a closing price of $28.79 on December 12, 2011, to a closing price of $18.90 per share on December 16, 2011, on unusually heavy trading volume. The plaintiffs claim that the following facts were known to the defendants but concealed from the investing public during the Class Period: (i) the Company misstated and failed to disclose that it had engaged in improper and deceptive recruiting and sales strategies, aimed strictly at enrolling students regardless of the students?? ability to successfully complete the c",FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0
103237,LSCC,8/2/2006,4/19/2004,2006,8,835,3670,6.7274318,3.5,LSCC,"According to an article dated October 31, 2007, the U.S. District Court for the District of Oregon granted approval of a request for attorneys' fees equal to 25% of a $3.5 million settlement, finding that it was reasonable. The district court denied the attorneys' request to recover expenses in the amount of $100,000. Lattice Semiconductor Corp. entered into an agreement with shareholders to settle a securities fraud class action for $3.5 million.  On November 6, 2006, the Court granted the motion for settlement.  That day, the Court entered the Final Judgment and Order of Dismissal with Prejudice signed by U.S. District Judge Ann L. Aiken. According to a press release dated March 16, 2006, Lattice Semiconductor Corporation announced that it has reached an agreement in principle with plaintiffs to settle the consolidated class action lawsuit filed in 2004 against the Company and certain of its current and former executive officers. The agreement does not contain any admission of fault or wrongdoing on the part of Lattice or any of the individual defendants in the litigation. The agreement in principle contemplates that plaintiffs will receive a payment of $3,500,000 in exchange for a release of the Company and the individual defendants from all claims asserted in the litigation. Lattice expects that the entire amount of the settlement will be paid by its insurer under the terms of its director and officer liability insurance policy, and that payment of the settlement amount will not affect Lattice's current or future financial results. The agreement in principle is subject to the negotiation and completion of the usual and customary documentation for such a settlement, including a Stipulation of Settlement, and is subject to and conditioned upon final court approval.  On January 13, 2004, the Court entered the Order granting the motion to appoint lead plaintiff.  On January 27, 2005, a Consolidated Class Action Complaint was filed.  The defendants responded by filing motions to dismiss the Consolidated Class Action Complaint.  On January 3, 2006, the Court entered the Order denying the motions to dismiss the Consolidated Complaint.   The original complaint alleges that Defendants Lattice and certain of its officers and directors violated Sections 10(b) and 20(a) of the Securities Act of 1934 and Rule 10b-5 promulgated thereunder. Specifically, the complaint alleges that in knowing or reckless disregard of the truth and/or as part of their ongoing efforts to continue the illusion of Lattice's growth in the semiconductor industry, Defendants issued and or participated in the issuance of materially false and misleading statements and financial information. More specifically, the complaint alleges that during the Class Period Defendants: 1) materially understated its accounts payable balance 2) overstated earnings by a material amount 3) falsely represented that the Company's financial results during the Class Period had complied with Generally Accepted Accounting Principles ('GAAP'). Beginning on January 22, 2004, Lattice began to issue press releases indicating that it had potentially overstated its deferred income account. Shares began to tumble in reaction to the news, falling from $12.36 on January 22, 2004 to close at $11.73 the following day. Shares traded as low as $10 the following week. Then on March 18, 2004, Lattice issued a press release indicating that it anticipated restating its first, second and third quarters of its 2003 financial statements as it had likely overstated the Company's Deferred Income Account, an account that represents the Company's judgment as to the potential gross margin on inventory held by the Company's distributors. On March 24, 2004, Lattice finally released its financial results for the fourth quarter and year ended December 31, 2003. The restatement reduced 2003 revenue by approximately 7% over the nine-month period and increased the Company's net loss by an additional $9 million. In its March 24, 2004 press release the Company attributed the restatement to 'inappropriate accounting entries made, by an individual in the Company's finance department and deficiencies in the design and operation of internal accounting controls related to the deferred income account.' Shares of Lattice continued to sink, falling to $8.95 on April 19, 2004 when it finally amended its Form 10-Q, representing a decline of approximately 27.5% since the overstatement was first announced. NOTE: Lattice Semiconductor Corporation designs, develops and markets programmable logic devices (PLDs) and related software. PLDs are semiconductor components that can be configured by end customers as specific logic circuits and thus enable shorter design cycle times and reduced development costs. The Company also offers programmable analog and mixed signal products, such as ispPAC products. Lattice's end customers are primarily original equipment manufacturers in the communications, computing, industrial, automotive, medical, consumer and military end markets. ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
102567,LVLT,5/5/2006,6/18/2001,2006,5,1782,4810,7.4854918,10.25,LVLT,"On September 29, 2006, the Court entered the Final Judgment and Order of Dismissal, signed by U.S. District Judge Gerard E. Lynch, settling the action.  On November 22, 2006, the plaintiffs filed a motion to set aside co-lead counsel's proposed allocation of attorneys' fees.  On January 18, 2007, the Court entered the Order that the motion is deemed withdrawn. According to a press release dated July 17, 2006, the Securities Arbitration Law Firm of Klayman & Toskes, P.A., representing numerous high net-worth investors throughout the nation, advises all Salomon Smith Barney (""Smith Barney"") n/k/a Citigroup Global Markets, Inc. customers who are eligible to participate in the Settlement of the In Re Salomon Analyst Level 3 Litigation (""Class Action"") (No. 02 Civ. 6919 (GEL)), that they have until August 31, 2006 to opt-out of the Class. As part of the settlement of the Class Action, Smith Barney has agreed to pay the Class $10.25 million. However, this amount represents only a fraction of Level 3's market capital losses which were in excess of $30 billion during the class period of January 4, 1999 through June 18, 2001. As summarized by the docket, on January 28, 2003, the Court entered the Order signed by U.S. District Judge Barbara S. Jones consolidating the actions into In re Salomon Analyst Level 3 Litigation, 02-CV-6919 (BSJ).  On October 15, 2003, the plaintiffs filed a Consolidated Class Action Complaint, and the defendants responded by filing a motion to dismiss the claims in the complaint with prejudice.  On December 2, 2004, the Court issued the Opinion and Order #90956 by U.S. District Judge Gerard E. Lynch granting in part and denying in part the motion to dismiss.  The plaintiffs filed a motion for partial reconsideration of the December 2 Order, but on January 20, 2005, the Court issued the Memorandum and Opinion # 91136 denying the motion.  On January 25, 2005, the plaintiffs filed a motion to dismiss pursuant to 15 U.S.C. sections 78u-4 et seq and Rule 12(b)(6) of the Federal Rules of Civil Procedure.  On August 22, 2005, the Court issued the Order withdrawing the defendants' renewed motion to dismiss, without prejudice to its reinstatement if the settlement is for any reason not consummated.  On May 18, 2006, the Court issued an Order preliminarily approving a settlement.  Further, the Court will hold a settlement hearing on 09/29/06 at 10:30 a.m. in Courtroom 6B, United States Courthouse, 500 Pearl Street, NY, NY. The original complaint alleges that Defendants urged investors to purchase Level 3 stock when they knew or should have known that such purchases were not a good investment. The complaint alleges that defendants issued ""Buy"" recommendations about Level 3 without any rational economic basis failed to disclose that they were issuing ""Buy"" recommendations to obtain investment banking business and concealed significant, material conflicts of interest that prevented them from providing independent objective analysis.",FAILURE OF DISCLOSURE (ANALYSTS' MALPRACTICES),0,1,0,0,0
103430,MATK,12/14/2007,4/27/2005,2007,12,961,2830,6.8679743,6,MATK,"According to a press release dated April 7, 2008, Martek Biosciences Corporation announced that the United States District Court for the District of Maryland has entered a Final Judgment and Order of Dismissal approving the settlement of the consolidated class action brought on behalf of certain purchasers of Martek common stock.  In a press release dated February 7, 2008, the action has been certified as a class action and that a settlement for Six Million Dollars ($6,000,000) has been proposed. A hearing will be held before the Honorable Marvin J. Garbis in the United States District Court for the District of Maryland, United States Courthouse, 101 W. Lombard Street, Baltimore, MD 21201, at 10:00 a.m., on April 4, 2008, to determine whether (1) the proposed Settlement should be approved by the Court as fair, reasonable, and adequate (2) Plaintiffs' Co-Lead Counsel's application for an award of attorneys' fees and reimbursement of expenses should be approved (3) Lead Plaintiffs should be reimbursed for their reasonable costs and expenses (including lost wages) directly related to their representation of the Class in the litigation and (4) the claims against the Defendants should be dismissed with prejudice. In a press release dated December 10, 2007, Martek Biosciences Corporation announced that it has entered into a tentative settlement of all claims in the securities class action litigation filed in the United States District Court for the District of Maryland alleging, among other things, violations of Section 10(b) and 20(a) of the Securities Exchange Act of 1934. The settlement will result in the dismissal of the claims against Martek and all other defendants, subject to final court approval. The proposed settlement of the class action will include a cash payment to the settlement fund of $6 million, all of which will be paid by the Company's insurer. The parties anticipate filing in the near future a motion in the federal court asking for approval of the proposed settlement, which is required before the settlement becomes effective and final. No assurances can be given that the settlement ultimately will be approved by the court. On July 11, 2007, the defendants filed a motion for summary judgment on the remaining counts. On September 18, 2006, a Stipulation of Dismissal With Prejudice of Counts III and IV of the Consolidated Amended Class Action Complaint.  On September 20, 2006, the Court entered the Marginal Order approving the Stipulation of Dismissal.  On September 22, 2006, the Court entered the Stipulation and Order approving the motion to certify a class. As disclosed by the Companys FORM 10-Q For the Quarterly Period Ended July 31, 2006, the Court entered orders consolidating these cases, appointing lead plaintiffs and approving lead plaintiffs counsel and liaison counsel. On November 18, 2005, a consolidated amended class action complaint was filed in the United States District Court for the District of Maryland in In re Martek Biosciences Corp. Securities Litigation, Civil Action No. MJG 05-1224. While the Court has not made a determination of whether a putative class can be certified, the consolidated complaint claims to be filed on behalf of the purchasers of the Companys common stock during a purported class period beginning December 9, 2004 and ending April 28, 2005. At this time, plaintiffs have not specified the amount of damages they are seeking in the actions. The consolidated complaint alleges violations of Sections 10(b) and 20(a) of the Securities Exchange Act of 1934, as amended, and Rule 10b-5, promulgated thereunder, and violations of Section 11 and 15 of the Securities Act of 1933, as amended. The consolidated complaint alleges generally that we and the individual defendants made false or misleading public statements and failed to disclose material facts regarding our business and prospects in public statements the Company made or failed to make during the period and, in the case of the Securities Act of 1933 claims, in the Company??s January 2005 prospectus. The Company filed a motion to dismiss the consolidated complaint on February 3, 2006, and a hearing before the Court on this motion was held on May 22, 2006. On June 14, 2006, the Court denied the Company??s motion to dismiss and on July 25, 2006, the Court entered a scheduling order for further proceedings in the case. Discovery has commenced and is anticipated to continue into 2008. Several purported shareholder class action lawsuits have been filed against Martek and certain of its present and former executive officers charging the defendants with violations of the Securities Exchange Act of 1934. More specifically, the complaint alleges that the Company failed to disclose and misrepresented the following material adverse facts which were known to defendants or recklessly disregarded by them: (1) that due to the Company's productions issues in the past, the defendants put in place a system by ",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
103911,MBI,9/6/2011,1/9/2008,2011,9,1336,6351,7.1974354,68,MBI,"According to a press release dated January 11, 2008, the Complaint alleges that during the Class Period, MBIA and the individual defendants, Chief Executive Officer and Chief Financial Officer, violated the federal securities laws by issuing false and misleading press releases, financial statements, filings with the SEC and statements during investor conference calls. The Complaint alleges that, throughout the Class Period, Defendants misrepresented and/or failed to disclose the true extent of MBIA's exposure to losses stemming from MBIA's insurance of residential mortgage-backed securities (""RMBS""), including in particular its exposure to so-called ""CDO-squared"" securities that are backed by RMBS. This highly risky exposure was belatedly disclosed in a series of public statements beginning on December 19, 2007 and ending on January 9, 2008, the last day of the Class Period. One analyst observed that MBIA had withheld from the public the riskiest parts of its insured portfolio, while others expressed similar dismay at MBIA's failure to apprise investors of these risks in a timely manner. The Complaint alleges that the Defendants violated Section 10(b) of the Securities Exchange Act of 1934 (the ""Exchange Act"") and Rule 10b-5 promulgated thereunder and that [individual] Defendants violated Section 20(a) of the Exchange Act. On July 07, 2008, in a Case Management Order, the Court determined that the Teachers' Retirement System of Oklahoma is the most adequate plaintiff to represent the purchasers of MBIA securities.  The Court approved the law firm of Bernstein, Litowitz, Berger, and Grossman as the selection of this qualified counsel as lead for the consolidated action. The master file shall be Case No. 08-CV-264 (KMK). On October 17, 2008, a consolidated amended complaint was filed by the plaintiffs against the defendants.    On March 11, 2008, several motions to appoint lead plaintiff and to approve the selection of lead counsel were filed.  On March 31, 2010, the Defendants' Motion to Dismiss was granted in part and denied in part. Lead Plaintiff's claims against Dunton and Chaplin are dismissed without prejudice to amendment. Lead Plaintiff's claims against all Defendants regarding alleged misstatements or omissions involving control rights and payment obligations are also dismissed without prejudice. Defendants' Motion to Dismiss all other claims was denied. On September 21, 2011, a court??s order granted the lead plaintiff??s motion for preliminary approval for the proposed settlement. On September 30, 2011, the lead plaintiff??s entered a notice of voluntary dismissal pursuant to F.R.C.P. 41(a)(1) of the claims and allegations against the individual defendants. On September 6, 2011, a Stipulation of Settlement was struck between the parties that set forth the terms of the agreement. On December 19, 2011, an Order Approving Plan of Settlement of Net Settlement Fund an Order Awarding Attorneys?? Fees and Expenses and the subsequent Judgment Approving Class Action Settlement was issued by the Court.re S",CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0
